order_id,customer_name,order_date,product,category,quantity,price,region
1406,Rahul,4/20/2023,Canon DSLR,Wearables,5,1411.83,South
1407,Karthik,4/18/2022,iPhone 13,Wearables,3,890.35,North
1408,Ravi,11/16/2022,AirPods Pro,Laptops,3,965.13,South
1409,Meena,5-3-2023,Mi Band,Laptops,1,932.52,West
1410,Karthik,2/15/2022,Samsung A52,Laptops,1,142.91,East
1411,Ravi,9-7-2022,AirPods Pro,Books,5,431.46,South
1412,Karthik,4/19/2023,HP Printer,Wearables,2,1615.74,South
1413,Divya,1/30/2022,MacBook Air,Wearables,5,1777.89,West
1414,Vikram,1-5-2022,MacBook Air,Wearables,2,490.99,North
1415,Vikram,7-11-2022,Samsung A52,Printers,3,719.37,West
1416,Ravi,5/17/2023,Sony Headphones,Books,5,1935.24,East
1417,Vikram,2-6-2023,MacBook Air,Printers,5,317.04,East
1418,Rahul,11/21/2023,Kindle,Accessories,3,1845.5,North
1419,Divya,9-2-2022,Canon DSLR,Phones,3,322.2,East
1420,Divya,3-5-2023,HP Printer,Wearables,5,361.95,West
1421,Sneha,10/13/2023,AirPods Pro,Wearables,5,1417.52,South
1422,Meena,10/23/2022,AirPods Pro,Wearables,2,455.49,West
1423,Vikram,1-10-2022,iPhone 13,Laptops,4,359.42,West
1424,Meena,5/22/2023,HP Printer,Books,4,1400.92,West
1425,Rahul,3/26/2022,Mi Band,Accessories,5,158.64,South
1426,Priya,8/19/2022,iPhone 13,Laptops,5,648.47,West
1427,Vikram,6-8-2023,Mi Band,Printers,1,1188.16,East
1428,Meena,2-12-2022,Canon DSLR,Printers,4,1138.07,West
1429,Ravi,2-3-2022,Dell Laptop,Laptops,4,599.35,North
1430,Rahul,8-3-2022,Samsung A52,Accessories,5,1409.35,West
1431,Divya,7/31/2022,Kindle,Accessories,2,1630.34,East
1432,Meena,7-6-2023,Sony Headphones,Printers,2,714.94,East
1433,Priya,6-11-2023,Kindle,Laptops,1,357.62,West
1434,Asha,5-10-2022,Sony Headphones,Books,2,574.39,East
1435,Manoj,5/26/2022,MacBook Air,Wearables,5,1301.56,West
1436,Sneha,10-11-2023,Mi Band,Phones,1,865.42,East
1437,Karthik,12-2-2022,Mi Band,Wearables,5,104.7,North
1438,Rahul,7-2-2023,Canon DSLR,Phones,4,513.88,West
1439,Manoj,11/27/2022,Mi Band,Laptops,3,741.73,South
1440,Vikram,11/30/2023,Mi Band,Laptops,1,187.29,West
1441,Asha,3/28/2023,Samsung A52,Accessories,4,101.28,West
1442,Manoj,11-6-2022,AirPods Pro,Books,2,1761.4,East
1443,Ravi,3/26/2022,Canon DSLR,Laptops,3,1362.57,South
1444,Asha,11-9-2022,MacBook Air,Books,2,915.54,North
1445,Ravi,5-4-2023,iPhone 13,Accessories,1,352.13,South
1446,Meena,1-9-2022,Mi Band,Phones,3,1652.51,West
1447,Divya,8/23/2022,Mi Band,Phones,4,269.73,North
1448,Ravi,11-3-2022,Canon DSLR,Laptops,2,827.17,South
1449,Divya,7/31/2023,Samsung A52,Printers,1,1259.61,South
1450,Rahul,8-7-2022,Canon DSLR,Books,2,1847.8,West
1451,Manoj,5/24/2022,Samsung A52,Phones,1,1220.19,West
1452,Karthik,5/24/2022,MacBook Air,Laptops,2,626.24,North
1453,Manoj,9-7-2023,HP Printer,Printers,5,641.35,North
1454,Priya,9/14/2023,Dell Laptop,Printers,5,458.43,West
1455,Priya,5/22/2023,iPhone 13,Accessories,4,314.21,West
1456,Vikram,1/13/2022,Samsung A52,Printers,3,1874.46,South
1457,Sneha,1-10-2023,Kindle,Wearables,5,1397.59,West
1458,Ravi,3-11-2022,iPhone 13,Printers,1,598.15,North
1459,Asha,10/21/2022,MacBook Air,Printers,5,1557.51,West
1460,Sneha,7-4-2023,Samsung A52,Books,5,1270.49,East
1461,Ravi,6-8-2023,Sony Headphones,Phones,2,1951.2,South
1462,Meena,8/24/2023,Canon DSLR,Wearables,1,689.32,West
1463,Manoj,3/30/2022,iPhone 13,Accessories,4,320.37,North
1464,Priya,1/13/2022,AirPods Pro,Phones,2,1432.85,South
1465,Rahul,6/14/2023,Canon DSLR,Printers,3,417.23,South
1466,Priya,12-10-2022,Samsung A52,Phones,4,616.76,North
1467,Priya,3/20/2022,Kindle,Books,4,964.88,East
1468,Asha,6/20/2022,Mi Band,Printers,3,398.89,North
1469,Vikram,6-6-2023,Samsung A52,Accessories,1,183.67,North
1470,Manoj,1-8-2023,iPhone 13,Wearables,4,1848.43,South
1471,Asha,11-3-2023,HP Printer,Books,4,526.58,South
1472,Sneha,3/21/2022,Canon DSLR,Laptops,5,808.34,North
1473,Divya,2/17/2022,Dell Laptop,Printers,4,230.96,West
1474,Priya,3/30/2022,Sony Headphones,Laptops,5,967.82,East
1475,Manoj,11-8-2022,Sony Headphones,Printers,5,560.91,East
1476,Vikram,7/14/2023,Mi Band,Accessories,2,386.08,West
1477,Asha,12/21/2022,Dell Laptop,Printers,1,1906.88,North
1478,Sneha,7/30/2022,Sony Headphones,Phones,5,1967.92,West
1479,Rahul,12/30/2023,iPhone 13,Accessories,3,276.75,South
1480,Meena,1/17/2023,MacBook Air,Books,4,1951.65,North
1481,Vikram,5/17/2022,Samsung A52,Printers,4,242.18,North
1482,Sneha,10/26/2022,AirPods Pro,Accessories,3,1716.74,West
1483,Karthik,10-6-2022,Canon DSLR,Wearables,2,241.91,South
1484,Divya,6-9-2022,Kindle,Phones,1,412.31,West
1485,Karthik,7-3-2023,MacBook Air,Phones,3,1932.81,South
1486,Rahul,9/29/2022,Sony Headphones,Wearables,1,271.8,East
1487,Vikram,12-2-2022,iPhone 13,Accessories,2,273.3,South
1488,Karthik,2/20/2022,MacBook Air,Printers,3,594.32,South
1489,Asha,7/24/2023,MacBook Air,Wearables,5,574.72,West
1490,Ravi,1/13/2022,AirPods Pro,Phones,1,1677.71,South
1491,Divya,1/17/2023,Dell Laptop,Wearables,1,1206.42,East
1492,Ravi,7/22/2022,iPhone 13,Phones,4,1637.67,North
1493,Karthik,4/18/2023,Samsung A52,Phones,1,419.18,West
1494,Sneha,1/27/2023,Mi Band,Phones,4,428.33,South
1495,Divya,4-2-2023,Sony Headphones,Laptops,2,165.83,South
1496,Priya,7/18/2023,Mi Band,Wearables,4,215.86,East
1497,Sneha,7/24/2022,AirPods Pro,Wearables,5,573.38,North
1498,Sneha,7-12-2023,Canon DSLR,Wearables,4,753.66,East
1499,Sneha,1/27/2022,Sony Headphones,Accessories,3,1234.52,North
1500,Priya,6/27/2023,iPhone 13,Wearables,3,1557,South
1501,Divya,11-4-2023,Samsung A52,Accessories,2,606.4,North
1502,Manoj,12/30/2022,Kindle,Wearables,2,434.59,East
1503,Karthik,12/22/2023,Kindle,Phones,3,1900.36,South
1504,Vikram,7-10-2023,Dell Laptop,Wearables,3,433.56,North
1505,Ravi,9-9-2023,iPhone 13,Accessories,2,137.86,West
1506,Asha,7/26/2022,Canon DSLR,Printers,2,747.44,South
1507,Karthik,6-1-2022,iPhone 13,Phones,5,1438.92,South
1508,Ravi,3/16/2022,HP Printer,Laptops,3,1438.62,West
1509,Vikram,11-6-2022,Samsung A52,Laptops,3,359.26,South
1510,Sneha,11/21/2022,Mi Band,Books,2,1443.65,East
1511,Manoj,1/23/2023,Kindle,Accessories,3,1494.59,East
1512,Divya,1-2-2022,AirPods Pro,Books,5,844.04,North
1513,Divya,9/19/2023,Kindle,Laptops,2,1315.33,North
1514,Rahul,3/21/2022,AirPods Pro,Laptops,2,758.94,East
1515,Divya,11/18/2023,Samsung A52,Books,3,948.6,East
1516,Manoj,3-11-2022,Dell Laptop,Books,3,587.65,North
1517,Asha,3/25/2023,iPhone 13,Wearables,4,1941.29,West
1518,Rahul,7/14/2023,MacBook Air,Laptops,4,292.71,West
1519,Vikram,4-8-2023,Dell Laptop,Accessories,1,1618.47,North
1520,Priya,9/25/2022,iPhone 13,Laptops,1,240.98,South
1521,Sneha,3/18/2022,AirPods Pro,Books,5,1889.48,North
1522,Karthik,5-10-2023,Kindle,Printers,1,919.51,South
1523,Vikram,2/24/2022,MacBook Air,Accessories,1,729.08,South
1524,Sneha,7-8-2023,HP Printer,Books,3,1355.14,East
1525,Manoj,2-7-2023,Samsung A52,Phones,5,1144.36,West
1526,Divya,1-4-2022,iPhone 13,Laptops,4,266.49,West
1527,Manoj,7/31/2022,Samsung A52,Phones,2,1312.56,North
1528,Rahul,2-12-2023,Samsung A52,Laptops,4,1029.28,East
1529,Ravi,7-9-2022,HP Printer,Wearables,3,1782.44,East
1530,Divya,9/27/2022,Mi Band,Phones,4,983.61,South
1531,Priya,6-4-2022,Kindle,Phones,1,262.84,East
1532,Meena,8/21/2022,MacBook Air,Printers,5,215.87,West
1533,Meena,12-5-2023,MacBook Air,Printers,4,1188.16,South
1534,Rahul,2-9-2023,Sony Headphones,Phones,1,1053.99,South
1535,Ravi,6/21/2022,Mi Band,Accessories,2,1636.08,South
1536,Asha,12-1-2023,MacBook Air,Phones,4,483.65,South
1537,Vikram,3-10-2022,Sony Headphones,Laptops,1,837.39,West
1538,Meena,6/17/2023,Canon DSLR,Laptops,4,1842.61,North
1539,Vikram,3-6-2023,Kindle,Printers,1,887.44,South
1540,Vikram,4/13/2022,Kindle,Printers,1,1169.1,North
1541,Priya,2/25/2023,HP Printer,Laptops,3,827.78,West
1542,Vikram,2-8-2022,Kindle,Wearables,2,623.29,South
1543,Vikram,12-12-2023,Kindle,Books,4,173.69,East
1544,Manoj,5-2-2023,iPhone 13,Books,3,1804.36,North
1545,Karthik,10/15/2022,Sony Headphones,Laptops,4,1730.65,North
1546,Manoj,3/30/2023,AirPods Pro,Laptops,3,611.9,West
1547,Vikram,3/29/2023,Samsung A52,Accessories,2,1835.52,West
1548,Rahul,2/27/2022,HP Printer,Laptops,5,1603.83,North
1549,Priya,5/19/2022,HP Printer,Wearables,5,1770.73,North
1550,Divya,3-1-2022,Dell Laptop,Accessories,2,162.83,North
1551,Karthik,1/13/2023,Dell Laptop,Laptops,4,1059.74,North
1552,Asha,5/16/2023,Dell Laptop,Laptops,5,947.6,West
1553,Vikram,12/19/2022,HP Printer,Laptops,2,1691.54,East
1554,Ravi,1/31/2023,Sony Headphones,Phones,1,409.52,South
1555,Manoj,7/31/2022,Dell Laptop,Books,3,1338.02,North
1556,Asha,10/25/2023,Mi Band,Accessories,2,1242.17,North
1557,Manoj,11-9-2022,Sony Headphones,Printers,3,905.23,West
1558,Karthik,8-12-2022,Mi Band,Laptops,4,674.08,West
1559,Vikram,6-8-2023,Samsung A52,Phones,3,1166.77,East
1560,Priya,3-7-2022,Samsung A52,Wearables,3,1977.89,East
1561,Priya,12/30/2023,Sony Headphones,Books,3,457.88,South
1562,Asha,11-8-2023,Kindle,Wearables,3,1393.44,North
1563,Rahul,3-5-2023,Sony Headphones,Laptops,4,837.72,North
1564,Vikram,12/18/2022,Kindle,Accessories,2,1404,West
1565,Karthik,6/24/2022,HP Printer,Laptops,5,444.16,North
1566,Rahul,9/22/2022,AirPods Pro,Books,5,1549.54,South
1567,Karthik,12/30/2022,Samsung A52,Accessories,2,1514,East
1568,Sneha,9/24/2022,Canon DSLR,Laptops,5,658.7,North
1569,Rahul,8/21/2023,iPhone 13,Books,5,1894.17,North
1570,Rahul,5-3-2022,Dell Laptop,Printers,4,1106.69,West
1571,Asha,7/25/2022,AirPods Pro,Accessories,3,877.46,West
1572,Divya,7-4-2022,Canon DSLR,Books,1,1026.4,South
1573,Karthik,4-8-2023,iPhone 13,Phones,3,497.83,South
1574,Vikram,4-1-2022,AirPods Pro,Wearables,2,1267.51,West
1575,Sneha,1/28/2023,MacBook Air,Wearables,1,171.68,South
1576,Karthik,6/28/2023,iPhone 13,Laptops,2,134.04,North
1577,Manoj,12/19/2022,Dell Laptop,Books,3,344.97,West
1578,Meena,6/21/2022,Kindle,Laptops,1,1665.3,East
1579,Priya,6/17/2023,Mi Band,Books,5,1095.82,West
1580,Divya,1-3-2023,Canon DSLR,Wearables,2,413.28,West
1581,Asha,5/15/2022,Dell Laptop,Accessories,2,1494.75,South
1582,Ravi,10/29/2023,Canon DSLR,Books,1,812.87,East
1583,Meena,9-1-2023,Kindle,Phones,1,1357.74,North
1584,Asha,3/31/2023,Samsung A52,Wearables,4,334.83,East
1585,Rahul,12/13/2023,AirPods Pro,Accessories,1,672.12,North
1586,Meena,9/13/2023,Sony Headphones,Printers,2,895.77,North
1587,Meena,10/17/2022,Kindle,Phones,1,1591.04,West
1588,Manoj,9/27/2022,Kindle,Accessories,5,1948.93,East
1589,Sneha,2-10-2022,Sony Headphones,Accessories,5,1043.07,South
1590,Rahul,1-3-2022,Canon DSLR,Accessories,1,1376.1,North
1591,Vikram,4-3-2022,Mi Band,Accessories,5,242.59,North
1592,Priya,10/31/2022,Dell Laptop,Wearables,3,982.13,North
1593,Divya,1-4-2023,iPhone 13,Laptops,3,909.39,North
1594,Ravi,5/22/2022,iPhone 13,Phones,2,724.46,West
1595,Vikram,4-6-2022,Sony Headphones,Books,3,1648.43,South
1596,Ravi,4/13/2023,MacBook Air,Wearables,3,1687.85,West
1597,Sneha,5/16/2022,AirPods Pro,Phones,1,1964.98,South
1598,Ravi,5-10-2023,MacBook Air,Printers,5,1388.95,South
1599,Vikram,9/19/2023,MacBook Air,Laptops,1,1738.89,South
1600,Rahul,2/26/2023,Mi Band,Phones,4,187.35,East
1601,Karthik,11/26/2023,iPhone 13,Books,5,1558.3,South
1602,Karthik,12-6-2023,HP Printer,Printers,5,280.96,South
1603,Rahul,11/24/2023,Canon DSLR,Books,4,382.44,North
1604,Asha,4/26/2023,AirPods Pro,Printers,4,1751.89,North
1605,Rahul,12-5-2022,Canon DSLR,Accessories,3,195.67,South
1606,Meena,8/29/2022,MacBook Air,Wearables,1,972.28,West
1607,Ravi,11/20/2022,Mi Band,Wearables,1,1963.27,North
1608,Ravi,2-6-2022,MacBook Air,Wearables,5,1143.29,North
1609,Vikram,11-8-2022,Kindle,Books,5,1168.43,West
1610,Karthik,8/17/2022,Canon DSLR,Phones,4,730.75,West
1611,Karthik,4-10-2022,Mi Band,Phones,2,104.17,East
1612,Priya,1/18/2023,HP Printer,Printers,1,186.98,South
1613,Rahul,2/24/2023,AirPods Pro,Books,1,583.15,South
1614,Manoj,8-9-2022,Samsung A52,Wearables,4,1666.65,South
1615,Karthik,2/17/2022,Samsung A52,Wearables,5,334.12,West
1616,Rahul,5/18/2022,Kindle,Printers,4,108.24,North
1617,Meena,5-10-2023,MacBook Air,Printers,5,1584.05,South
1618,Vikram,5-12-2022,AirPods Pro,Books,1,836.07,East
1619,Meena,9/16/2023,MacBook Air,Wearables,2,619.83,East
1620,Priya,5/22/2022,Mi Band,Accessories,4,1244.8,East
1621,Meena,7/21/2023,Canon DSLR,Books,2,481.69,East
1622,Karthik,10/28/2023,AirPods Pro,Books,2,1057.4,East
1623,Ravi,5-7-2023,Canon DSLR,Printers,5,1184.21,West
1624,Meena,1/14/2022,Sony Headphones,Wearables,5,302.29,West
1625,Divya,2/27/2022,iPhone 13,Books,2,607.26,South
1626,Priya,3-5-2022,Sony Headphones,Accessories,3,487.6,North
1627,Karthik,9/23/2023,Mi Band,Phones,5,1743.2,West
1628,Manoj,10/22/2022,HP Printer,Books,1,1860.32,West
1629,Sneha,2/25/2022,Canon DSLR,Printers,1,1512.97,South
1630,Vikram,10-11-2023,Mi Band,Accessories,3,1534.7,South
1631,Manoj,7-1-2022,Sony Headphones,Wearables,1,455.26,South
1632,Meena,2-11-2022,Samsung A52,Wearables,4,630.31,East
1633,Divya,9/19/2022,AirPods Pro,Printers,1,728.07,South
1634,Asha,9-4-2023,AirPods Pro,Laptops,1,1569.96,East
1635,Rahul,1-2-2023,Kindle,Printers,1,1589.66,East
1636,Meena,6/18/2023,Dell Laptop,Accessories,1,1593.89,South
1637,Sneha,2/18/2023,HP Printer,Printers,1,763.87,South
1638,Karthik,10/28/2022,Canon DSLR,Laptops,2,1905.59,West
1639,Meena,11/16/2023,iPhone 13,Phones,3,946.77,South
1640,Asha,4/27/2022,Canon DSLR,Wearables,4,587.52,East
1641,Asha,6-11-2023,HP Printer,Laptops,5,946.56,North
1642,Priya,6-11-2023,Dell Laptop,Laptops,1,1901.6,South
1643,Meena,10-4-2023,HP Printer,Phones,1,500.48,South
1644,Sneha,7-5-2023,Samsung A52,Accessories,4,1328.47,North
1645,Divya,12-6-2022,iPhone 13,Wearables,1,266.29,North
1646,Divya,3/14/2022,Sony Headphones,Printers,5,1661.08,East
1647,Sneha,10-8-2023,MacBook Air,Wearables,4,922.75,North
1648,Sneha,1-7-2022,Samsung A52,Printers,5,220.15,North
1649,Ravi,4/19/2022,Canon DSLR,Printers,3,1595.09,East
1650,Vikram,3/25/2023,Samsung A52,Laptops,4,850.72,North
1651,Rahul,8/14/2022,AirPods Pro,Printers,2,1518.83,East
1652,Divya,10/26/2023,Sony Headphones,Books,3,1919.04,North
1653,Meena,5-7-2022,HP Printer,Accessories,1,109.56,West
1654,Meena,11-9-2022,HP Printer,Phones,2,1521.76,East
1655,Manoj,6-9-2023,MacBook Air,Books,2,405.81,South
1656,Vikram,4/28/2022,Sony Headphones,Accessories,2,1374.86,North
1657,Meena,7/17/2023,Mi Band,Books,1,652.24,North
1658,Priya,8/18/2023,Samsung A52,Accessories,4,1907.93,East
1659,Divya,10/19/2022,Dell Laptop,Phones,5,232.64,South
1660,Karthik,12-3-2022,Mi Band,Wearables,5,1352.9,South
1661,Vikram,11/20/2022,Kindle,Laptops,4,420.42,East
1662,Manoj,10/19/2023,Dell Laptop,Books,4,625.69,East
1663,Divya,4/19/2023,Canon DSLR,Wearables,4,781.61,East
1664,Rahul,6/29/2022,HP Printer,Phones,5,255.75,East
1665,Divya,9/27/2022,HP Printer,Accessories,1,1482.11,North
1666,Meena,8/16/2023,iPhone 13,Printers,4,1561.48,South
1667,Asha,7-11-2023,HP Printer,Laptops,5,997,South
1668,Karthik,8/27/2023,MacBook Air,Accessories,3,354.37,North
1669,Sneha,1-11-2022,Canon DSLR,Printers,2,1711.17,South
1670,Meena,6/13/2022,AirPods Pro,Wearables,2,1176.08,South
1671,Rahul,8/13/2022,Canon DSLR,Phones,4,540.32,East
1672,Karthik,11/16/2023,Dell Laptop,Phones,2,1083.98,East
1673,Sneha,2/17/2022,Mi Band,Wearables,1,1963.12,East
1674,Ravi,10-8-2022,HP Printer,Books,3,1199.4,South
1675,Sneha,8/25/2023,MacBook Air,Laptops,1,1081.66,West
1676,Manoj,12/28/2022,HP Printer,Wearables,3,1025.04,West
1677,Vikram,5/23/2022,iPhone 13,Printers,4,414.65,North
1678,Meena,6-3-2022,Sony Headphones,Accessories,2,398.98,North
1679,Manoj,4/27/2022,MacBook Air,Laptops,4,1382.94,West
1680,Manoj,10/25/2023,Kindle,Accessories,4,142.65,North
1681,Divya,6/14/2022,Kindle,Printers,2,1296.13,North
1682,Vikram,6/20/2022,AirPods Pro,Phones,3,1852.65,West
1683,Vikram,1/20/2022,Kindle,Books,3,1899.78,South
1684,Rahul,5-9-2023,Kindle,Wearables,2,516.79,West
1685,Vikram,7-6-2022,AirPods Pro,Printers,5,1353.33,East
1686,Divya,9-3-2023,Canon DSLR,Wearables,5,230.8,West
1687,Sneha,1/17/2022,AirPods Pro,Phones,2,1093.15,West
1688,Divya,7-1-2022,Kindle,Phones,4,1813.06,North
1689,Meena,4-6-2022,HP Printer,Phones,4,1352.85,North
1690,Sneha,1/15/2023,HP Printer,Wearables,1,1425.52,West
1691,Manoj,12/25/2022,Mi Band,Wearables,5,1628.78,North
1692,Sneha,5-4-2023,AirPods Pro,Laptops,2,1829.16,North
1693,Priya,2/23/2023,Kindle,Printers,3,459.14,North
1694,Vikram,6/17/2023,HP Printer,Phones,1,812.56,South
1695,Karthik,4/20/2022,MacBook Air,Laptops,2,909.54,East
1696,Priya,8-2-2023,HP Printer,Wearables,3,1262.57,West
1697,Manoj,7/25/2023,MacBook Air,Printers,4,439.57,West
1698,Priya,12/19/2022,Sony Headphones,Printers,4,1497.99,North
1699,Manoj,6/15/2022,Mi Band,Books,1,507.47,West
1700,Karthik,12/15/2023,HP Printer,Printers,1,405.4,North
1701,Ravi,9-7-2023,AirPods Pro,Wearables,4,267.47,East
1702,Manoj,9/16/2023,Canon DSLR,Phones,1,1476.54,West
1703,Vikram,12/30/2023,HP Printer,Laptops,5,209.18,South
1704,Rahul,7/26/2022,Mi Band,Phones,5,643.41,North
1705,Vikram,12/17/2023,HP Printer,Printers,2,1268.86,North
1706,Karthik,1-1-2022,Dell Laptop,Books,2,265,East
1707,Sneha,2-9-2023,Canon DSLR,Books,4,1213.55,North
1708,Ravi,10/19/2022,Samsung A52,Printers,5,1838.52,East
1709,Karthik,9/13/2023,Sony Headphones,Accessories,2,964.04,West
1710,Vikram,6/29/2022,iPhone 13,Laptops,4,1061.85,North
1711,Meena,4/30/2022,Sony Headphones,Laptops,5,1917.75,East
1712,Rahul,5-11-2023,MacBook Air,Printers,2,1539.2,West
1713,Rahul,5-9-2023,Kindle,Phones,1,589.86,West
1714,Manoj,2/27/2023,Dell Laptop,Laptops,3,1081.36,North
1715,Priya,4-6-2022,Dell Laptop,Laptops,4,1380.03,East
1716,Ravi,5-3-2023,HP Printer,Accessories,3,771.72,East
1717,Divya,7/24/2022,Dell Laptop,Wearables,2,1497.32,East
1718,Manoj,9/13/2022,Dell Laptop,Accessories,5,776.45,North
1719,Ravi,11-11-2023,Samsung A52,Books,4,1266.27,North
1720,Rahul,11/19/2022,Canon DSLR,Printers,4,1806.43,East
1721,Rahul,10/14/2022,AirPods Pro,Printers,4,521.98,South
1722,Asha,5-5-2023,HP Printer,Wearables,5,161.87,East
1723,Sneha,5-4-2022,AirPods Pro,Wearables,5,974.13,North
1724,Asha,8/18/2023,Dell Laptop,Wearables,1,718.33,East
1725,Divya,8/31/2022,HP Printer,Laptops,3,995.56,East
1726,Karthik,3-11-2023,AirPods Pro,Wearables,2,896.28,East
1727,Karthik,4-7-2023,MacBook Air,Laptops,2,1185.68,South
1728,Ravi,7/23/2023,Sony Headphones,Accessories,4,1726.99,South
1729,Divya,1-10-2022,AirPods Pro,Wearables,2,900.89,South
1730,Meena,11/20/2022,HP Printer,Books,4,670.06,North
1731,Sneha,6/17/2022,Samsung A52,Books,1,509.39,East
1732,Rahul,12-9-2022,Samsung A52,Wearables,3,785.83,East
1733,Karthik,5-5-2022,iPhone 13,Wearables,3,1748,South
1734,Vikram,10/27/2023,Kindle,Books,5,431.62,East
1735,Karthik,6-7-2023,Canon DSLR,Books,4,1572.01,West
1736,Ravi,10/21/2022,MacBook Air,Printers,4,1300.25,South
1737,Divya,10-9-2023,Canon DSLR,Wearables,5,1186.11,North
1738,Ravi,8/22/2022,AirPods Pro,Laptops,3,702.07,East
1739,Priya,2-9-2023,Kindle,Books,3,1786.61,East
1740,Vikram,2/28/2023,HP Printer,Wearables,2,449.38,North
1741,Divya,9/15/2022,Dell Laptop,Books,1,500.09,West
1742,Ravi,4/30/2023,Samsung A52,Phones,5,202.27,West
1743,Meena,9/26/2022,Samsung A52,Phones,5,395.02,West
1744,Priya,10/18/2022,Dell Laptop,Accessories,4,1290.31,South
1745,Meena,2-5-2022,AirPods Pro,Phones,3,1734.7,East
1746,Rahul,10-6-2022,Mi Band,Printers,5,945.21,South
1747,Vikram,10-9-2023,Kindle,Wearables,5,926.46,East
1748,Karthik,8/21/2022,Mi Band,Printers,1,939.53,East
1749,Sneha,11-7-2022,Sony Headphones,Accessories,1,100.18,South
1750,Karthik,7-2-2023,Sony Headphones,Wearables,1,1406.76,West
1751,Rahul,3/17/2023,Sony Headphones,Phones,3,1234.31,North
1752,Meena,2/26/2023,Canon DSLR,Accessories,5,930.5,South
1753,Divya,8/14/2022,MacBook Air,Wearables,3,250.5,South
1754,Meena,12-3-2023,Kindle,Books,3,640.89,East
1755,Sneha,7-6-2022,Dell Laptop,Phones,2,650.23,West
1756,Vikram,12/19/2023,Mi Band,Laptops,5,1034.79,East
1757,Asha,7-2-2023,AirPods Pro,Phones,1,453.28,North
1758,Priya,3/25/2023,Sony Headphones,Accessories,1,542.34,South
1759,Asha,12/17/2022,Mi Band,Accessories,4,692,West
1760,Karthik,2-2-2022,Mi Band,Books,3,252.42,South
1761,Asha,3/15/2022,Sony Headphones,Wearables,5,993.28,South
1762,Priya,5-5-2022,MacBook Air,Phones,2,831.12,West
1763,Manoj,4/17/2023,iPhone 13,Accessories,1,1090.16,South
1764,Rahul,11/16/2022,MacBook Air,Books,3,401.36,North
1765,Meena,9/17/2022,HP Printer,Phones,4,1313.19,South
1766,Karthik,8-12-2022,iPhone 13,Books,1,548.34,West
1767,Karthik,10-10-2022,iPhone 13,Accessories,5,327.33,South
1768,Asha,12-9-2023,iPhone 13,Printers,4,1407.97,South
1769,Karthik,6-11-2022,Samsung A52,Accessories,4,273.66,East
1770,Asha,10/23/2023,iPhone 13,Laptops,2,1432.52,North
1771,Divya,11/21/2022,Mi Band,Accessories,5,1598.27,East
1772,Rahul,12-7-2023,Dell Laptop,Phones,4,780.52,South
1773,Priya,12/25/2023,iPhone 13,Wearables,4,1162.15,West
1774,Manoj,7-11-2023,Kindle,Accessories,3,714.99,West
1775,Priya,6/14/2022,Kindle,Printers,1,1109.16,West
1776,Priya,1-11-2023,Sony Headphones,Printers,4,101.37,West
1777,Divya,1-8-2023,iPhone 13,Printers,5,553.69,North
1778,Meena,6/21/2023,MacBook Air,Accessories,4,1554.89,South
1779,Vikram,2/24/2023,Sony Headphones,Laptops,3,309.88,North
1780,Asha,2-2-2022,AirPods Pro,Accessories,2,303.4,South
1781,Ravi,10/20/2023,iPhone 13,Printers,4,1350.05,East
1782,Asha,9/13/2023,Canon DSLR,Accessories,1,124.86,South
1783,Rahul,10/17/2023,Samsung A52,Wearables,1,785.76,West
1784,Karthik,9/30/2022,iPhone 13,Printers,5,177.24,North
1785,Priya,6/16/2023,Samsung A52,Accessories,1,292.33,South
1786,Meena,7/17/2022,MacBook Air,Accessories,5,1348.07,South
1787,Meena,4/19/2022,HP Printer,Wearables,5,780.13,West
1788,Sneha,7-4-2022,Samsung A52,Accessories,5,862.96,East
1789,Divya,3/30/2023,HP Printer,Printers,3,1814.72,East
1790,Karthik,3/17/2023,MacBook Air,Books,3,1255.99,South
1791,Sneha,9/18/2022,HP Printer,Books,3,1927.14,West
1792,Sneha,2-5-2022,iPhone 13,Books,3,1231.95,South
1793,Priya,8/16/2022,iPhone 13,Laptops,2,1725.87,North
1794,Priya,7/24/2023,HP Printer,Printers,5,1859.25,South
1795,Ravi,12/31/2022,iPhone 13,Wearables,2,362.98,East
1796,Vikram,9/20/2022,Dell Laptop,Accessories,3,274.62,West
1797,Vikram,3/21/2022,Dell Laptop,Books,3,1606.52,South
1798,Rahul,9-2-2023,Kindle,Phones,3,171.01,West
1799,Ravi,12/23/2022,iPhone 13,Laptops,4,891.39,North
1800,Manoj,10-12-2023,Kindle,Phones,4,202.84,North
1801,Karthik,6-3-2022,HP Printer,Printers,3,1054.56,South
1802,Divya,2-7-2023,iPhone 13,Books,4,1530.4,North
1803,Manoj,2-8-2023,MacBook Air,Laptops,2,351.16,North
1804,Rahul,2/20/2022,Kindle,Books,5,858.46,North
1805,Sneha,12/16/2023,HP Printer,Wearables,2,1547.86,West
1806,Meena,2-9-2023,Dell Laptop,Wearables,5,472.59,South
1807,Manoj,3/17/2023,Samsung A52,Laptops,3,1401,North
1808,Ravi,1-10-2023,MacBook Air,Wearables,3,461.93,East
1809,Vikram,6/23/2022,iPhone 13,Laptops,3,1270.82,West
1810,Vikram,2/15/2022,AirPods Pro,Wearables,2,479.4,East
1811,Divya,2/25/2022,Samsung A52,Phones,2,1902.99,South
